id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
398_mzmine_results_sirius_1927	C15H18N4O2	[M + H3N + H]+	C15H21N5O2	Amino acids and Peptides	0.9940974712371826	Small peptides	0.9501531720161438	Dipeptides	0.6191223859786987	Phenylalanine and derivatives	0.6710423231124878	Amino acids and derivatives	0.9679099321365356	Amino acids, peptides, and analogues	0.9700729846954346	Carboxylic acids and derivatives	0.9889110326766968	Organic acids and derivatives	0.9921312928199768	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1927
399_mzmine_results_sirius_1930	C16H29N3O5	[M + H3N + H]+	C16H32N4O5	Amino acids and Peptides	0.9977769255638123	Small peptides	0.97736656665802	Tripeptides	0.9828819036483765	Oligopeptides	0.9685474634170532	Peptides	0.9932602047920227	Amino acids, peptides, and analogues	0.9940279722213745	Carboxylic acids and derivatives	0.9995648264884949	Organic acids and derivatives	0.9997382760047913	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1930
400_mzmine_results_sirius_1937	C13H20N2O4	[M + H3N + H]+	C13H23N3O4	Amino acids and Peptides	0.975371778011322	Small peptides	0.9503299593925476	Dipeptides	0.6407265067100525	Alpha amino acids and derivatives	0.9960458874702454	Amino acids and derivatives	0.9978054165840149	Amino acids, peptides, and analogues	0.9980694651603699	Carboxylic acids and derivatives	0.9997945427894592	Organic acids and derivatives	0.9999121427536011	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Diazinanes; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1937
401_mzmine_results_sirius_1939	C11H20N2O5	[M - H2O + H]+	C11H18N2O4	Amino acids and Peptides	0.9974226951599121	Small peptides	0.998320996761322	Dipeptides	0.9757652282714844	Dipeptides	0.506701648235321	Peptides	0.6587470769882202	Amino acids, peptides, and analogues	0.9950888752937317	Carboxylic acids and derivatives	0.9999450445175171	Organic acids and derivatives	0.9999924898147583	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	1939
402_mzmine_results_sirius_1942	C20H35N5O6	[M + H]+	C20H35N5O6	Amino acids and Peptides	0.9996907711029053	Small peptides	0.864672839641571	Tripeptides	0.7269549369812012	Oligopeptides	0.9842186570167542	Peptides	0.9966429471969604	Amino acids, peptides, and analogues	0.998046875	Carboxylic acids and derivatives	0.9999661445617676	Organic acids and derivatives	0.9999918937683105	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1942
403_mzmine_results_sirius_1943	C15H25N3O4	[M + H]+	C15H25N3O4	Amino acids and Peptides	0.9997202754020691	Small peptides	0.9997619986534119	Dipeptides	0.9576779007911682	Dipeptides	0.7633260488510132	Peptides	0.9932978749275208	Amino acids, peptides, and analogues	0.999832034111023	Carboxylic acids and derivatives	0.9999953508377075	Organic acids and derivatives	0.9999983310699463	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	1943
404_mzmine_results_sirius_1945	C11H20N2O3	[M + Na]+	C11H20N2O3	Amino acids and Peptides	0.9993302822113037	Small peptides	0.9998452663421631	Dipeptides	0.9979444146156311	Dipeptides	0.8959060907363892	Peptides	0.9900299310684204	Amino acids, peptides, and analogues	0.9998255372047424	Carboxylic acids and derivatives	0.9999949932098389	Organic acids and derivatives	0.9999980926513672	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Dialkylamines; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Secondary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	1945
405_mzmine_results_sirius_1951	C19H34N4O6	[M + Na]+	C19H34N4O6	Amino acids and Peptides	0.9992576241493225	Small peptides	0.7954988479614258	Tripeptides	0.2682136297225952	Oligopeptides	0.8987616300582886	Peptides	0.9904313683509827	Amino acids, peptides, and analogues	0.9992231130599976	Carboxylic acids and derivatives	0.9999487400054932	Organic acids and derivatives	0.999976396560669	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1951
406_mzmine_results_sirius_1953	C10H14N2O2	[M + H]+	C10H14N2O2	Amino acids and Peptides	0.9996217489242554	Small peptides	0.9979719519615173	Dipeptides	0.99679034948349	Alpha amino acids and derivatives	0.9996485710144043	Amino acids and derivatives	0.9996654987335205	Amino acids, peptides, and analogues	0.999702513217926	Carboxylic acids and derivatives	0.9999825954437256	Organic acids and derivatives	0.9999945163726807	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Diazinanes; N-alkylpiperazines; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1953
407_mzmine_results_sirius_1956	C16H27N3O4	[M + H]+	C16H27N3O4	Amino acids and Peptides	0.999530553817749	Small peptides	0.9922271966934204	Tripeptides	0.6938068866729736	Oligopeptides	0.9540740251541138	Peptides	0.9954264760017395	Amino acids, peptides, and analogues	0.9998098015785217	Carboxylic acids and derivatives	0.9999840259552002	Organic acids and derivatives	0.9999914169311523	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1956
409_mzmine_results_sirius_1966	C19H34N4O6	[M + H]+	C19H34N4O6	Amino acids and Peptides	0.9989621639251709	Small peptides	0.8280470967292786	Tripeptides	0.46612274646759033	Oligopeptides	0.9288884997367859	Peptides	0.9869056344032288	Amino acids, peptides, and analogues	0.998785674571991	Carboxylic acids and derivatives	0.9998955726623535	Organic acids and derivatives	0.9999642372131348	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1966
410_mzmine_results_sirius_1969	C11H20N2O3	[M + H]+	C11H20N2O3	Amino acids and Peptides	0.9996429681777954	Small peptides	0.999893069267273	Dipeptides	0.9958689212799072	Dipeptides	0.8613062500953674	Peptides	0.9873833060264587	Amino acids, peptides, and analogues	0.9995999932289124	Carboxylic acids and derivatives	0.9999929666519165	Organic acids and derivatives	0.9999971389770508	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	1969
411_mzmine_results_sirius_1970	C8H13NO3	[M + H]+	C8H13NO3	Fatty acids	0.9999477863311768	Fatty amides	0.9999929666519165	Fatty acyl homoserine lactones	0.9999868869781494	Alpha amino acid esters	0.9955090284347534	Amino acids and derivatives	0.9972758889198303	Amino acids, peptides, and analogues	0.997403085231781	Carboxylic acids and derivatives	0.999997615814209	Organic acids and derivatives	0.9999990463256836	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Acyl homoserine lactones; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Secondary carboxylic acid amides; Carbonyl compounds; Oxolanes; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1970
412_mzmine_results_sirius_1971	C20H24N2O6	[M + H]+	C20H24N2O6	Amino acids and Peptides	0.8018027544021606	Small peptides	0.47910284996032715	Dipeptides	0.323839396238327	N-acyl-alpha amino acids	0.538122832775116	Amino acids and derivatives	0.9465197324752808	Amino acids, peptides, and analogues	0.947677493095398	Carboxylic acids and derivatives	0.9917502999305725	Organic acids and derivatives	0.9972889423370361	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Alpha amino acids; Benzenoids; Amines; Phenylpropanoic acids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	1971
413_mzmine_results_sirius_1974	C24H42N2O4	[M + Na]+	C24H42N2O4	Amino acids and Peptides	0.9799670577049255	Small peptides	0.714379072189331	Dipeptides	0.17613330483436584	Peptides	0.8212185502052307	Peptides	0.8212185502052307	Amino acids, peptides, and analogues	0.9904114603996277	Carboxylic acids and derivatives	0.9992262125015259	Organic acids and derivatives	0.9997963309288025	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1974
414_mzmine_results_sirius_1975	C22H39N3O6	[M + H3N + H]+	C22H42N4O6	Amino acids and Peptides	0.988405704498291	Oligopeptides	0.7684592008590698	Microcolins and mirabimids	0.5274686813354492	Peptides	0.8358058333396912	Peptides	0.8358058333396912	Amino acids, peptides, and analogues	0.9979428648948669	Carboxylic acids and derivatives	0.9996789693832397	Organic acids and derivatives	0.9999423027038574	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1975
415_mzmine_results_sirius_1982	C17H16F3N3O3	[M + H3N + H]+	C17H19F3N4O3	Alkaloids	0.6283026337623596	Small peptides	0.48887476325035095	Dipeptides	0.11371859908103943	Alpha amino acids and derivatives	0.5991948246955872	Amino acids and derivatives	0.6969853639602661	Amino acids, peptides, and analogues	0.7000685334205627	Carboxylic acids and derivatives	0.9079327583312988	Organic acids and derivatives	0.9560083150863647	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1982
416_mzmine_results_sirius_1983	C22H40N4O6	[M + K]+	C22H40N4O6	Amino acids and Peptides	0.9995712637901306	Small peptides	0.952495276927948	Tripeptides	0.8249735236167908	Oligopeptides	0.9770135283470154	Peptides	0.9948984980583191	Amino acids, peptides, and analogues	0.9985930323600769	Carboxylic acids and derivatives	0.9999679327011108	Organic acids and derivatives	0.999990701675415	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1983
417_mzmine_results_sirius_1984	C10H15NO3	[M + H3N + H]+	C10H18N2O3	Amino acids and Peptides	0.957040548324585	Small peptides	0.9057663083076477	Aminoacids	0.46894341707229614	Alpha amino acids and derivatives	0.8980291485786438	Amino acids and derivatives	0.9295799136161804	Amino acids, peptides, and analogues	0.9323211312294006	Carboxylic acids and derivatives	0.9992223978042603	Organic acids and derivatives	0.9997276663780212	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1984
418_mzmine_results_sirius_1989	C10H16N2O3S	[M + H]+	C10H16N2O3S	Amino acids and Peptides	0.9932044744491577	Small peptides	0.9672445058822632	Dipeptides	0.8349214792251587	Alpha amino acids and derivatives	0.943260908126831	Amino acids and derivatives	0.9611470699310303	Amino acids, peptides, and analogues	0.9631253480911255	Carboxylic acids and derivatives	0.981792151927948	Organic acids and derivatives	0.9782959818840027	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Sulfoxides; Sulfones; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1989
419_mzmine_results_sirius_1996	C21H35N3O6	[M + H3N + H]+	C21H38N4O6	Amino acids and Peptides	0.9877994060516357	Small peptides	0.805779218673706	Microcolins and mirabimids	0.28979772329330444	Peptides	0.8924242854118347	Peptides	0.8924242854118347	Amino acids, peptides, and analogues	0.9980872273445129	Carboxylic acids and derivatives	0.9997020363807678	Organic acids and derivatives	0.9999291896820068	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1996
420_mzmine_results_sirius_2001	C12H20N2O2	[M + H3N + H]+	C12H23N3O2	Amino acids and Peptides	0.9996734857559204	Small peptides	0.9788814783096313	Dipeptides	0.9802242517471313	Alpha amino acids and derivatives	0.9986822009086609	Amino acids and derivatives	0.997891366481781	Amino acids, peptides, and analogues	0.9982313513755798	Carboxylic acids and derivatives	0.9999334812164307	Organic acids and derivatives	0.9999799728393555	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Diazinanes; N-alkylpiperazines; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2001
421_mzmine_results_sirius_2002	C15H19N3O5	[M + H3N + H]+	C15H22N4O5	Alkaloids	0.7292656898498535	Nicotinic acid alkaloids	0.6128119826316833	Pyridine alkaloids	0.6120828986167908	Alpha amino acids and derivatives	0.8927456736564636	Amino acids and derivatives	0.874121904373169	Amino acids, peptides, and analogues	0.874491274356842	Carboxylic acids and derivatives	0.9823430180549622	Organic acids and derivatives	0.9921088814735413	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2002
