row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,171103_PMA_TK_media_03.mzML Peak area,171103_PMA_TK_media_04.mzML Peak area,171103_PMA_TK_QC_03.mzML Peak area,171103_PMA_TK_QC_04.mzML Peak area,171103_PMA_TK_media_06.mzML Peak area,171103_PMA_TK_QC_02.mzML Peak area,171103_PMA_TK_QC_01.mzML Peak area,171103_PMA_TK_PA14_05.mzML Peak area,171103_PMA_TK_QC_05.mzML Peak area,171103_PMA_TK_media_05.mzML Peak area,171103_PMA_TK_QC_07.mzML Peak area,171103_PMA_TK_media_02.mzML Peak area,171103_PMA_TK_PA14_03.mzML Peak area,171103_PMA_TK_M1_02.mzML Peak area,171103_PMA_TK_PA14_04.mzML Peak area,171103_PMA_TK_PA14_01.mzML Peak area,171103_PMA_TK_PA14_06.mzML Peak area,171103_PMA_TK_M1_04.mzML Peak area,171103_PMA_TK_QC_06.mzML Peak area,171103_PMA_TK_QC_08.mzML Peak area,171103_PMA_TK_PA14_02.mzML Peak area,171103_PMA_TK_M1_03.mzML Peak area,171103_PMA_TK_M1_05.mzML Peak area,171103_PMA_TK_M1_06.mzML Peak area,171103_PMA_TK_M1_01.mzML Peak area,
7701,180.98993421345622,8.534649,,,,6,,,,,,,417727.0,463914.72,516623.34,474008.1,449574.72,505568.94,487532.9,464541.7,345600.38,455377.44,479246.1,433491.5,478398.72,481530.6,462278.16,463354.38,458632.6,479118.88,467788.66,491134.62,461191.8,461669.62,454736.94,484060.16,510669.56,
7593,181.01444200254215,8.408435,,,,21,,,,,,,693878.94,639329.44,852868.94,734357.5,791981.0,865105.9,814092.94,663918.7,701874.1,719727.75,786194.56,782164.0,738846.06,709802.9,661241.1,714175.7,739921.44,793533.75,753607.3,751354.9,717887.0,739532.94,798270.5,800298.8,655355.8,
2216,181.09675883968907,0.97310966,,,,179,111,[M+H-H2O]+,,2,2237;2216,198.10023,39544.906,43565.367,48737.81,36854.844,45000.453,43585.727,137536.38,41774.062,41343.105,44750.13,36198.316,36614.13,37153.945,52483.707,37958.21,50367.387,46181.81,52529.586,42662.535,35670.594,45968.043,53922.207,52773.75,55201.12,45079.2,
3183,181.09711225282933,1.2693696,,,,15,,,,,,,118987.42,147879.42,149202.75,125294.18,108464.59,125888.33,127584.88,132988.22,113889.61,114571.695,123245.68,111414.695,120218.766,163486.47,138101.16,167519.2,125593.52,144847.58,106631.766,111013.65,128124.53,157612.6,170438.64,198442.84,160015.2,
6277,181.12254036088677,3.6842916,,,,114,,,,,,,10082.391,78484.62,29548.488,19635.05,5246.522,23035.006,20882.348,8340.198,17797.127,6934.4995,17381.588,7541.6333,46524.266,61135.156,46531.312,72919.88,8384.504,45276.984,17909.766,17781.596,58972.36,58458.527,15290.227,57542.223,57954.504,
5482,181.13354968811535,2.3259635,,,,251,,,,,,,72715.92,83625.9,35947.184,33841.36,54227.05,36130.94,31748.713,44226.02,29226.05,66153.15,29137.104,67222.07,34398.414,36140.727,36278.137,49756.93,41523.625,38277.66,31414.262,26267.049,43032.875,38641.06,36263.78,44149.15,40575.6,
322,182.0811123963157,0.40816104,,,,7,21,[M+NH4]+,,3,321;331;322,164.04728,1.7939278E7,1.9341458E7,6129892.5,7538551.5,1.8856704E7,6119892.5,8225.471,2.019905E7,8315511.5,1.772965E7,8728715.0,1.9059452E7,1.7270796E7,1661038.6,1.8978572E7,2.0411206E7,1.8003796E7,1668607.2,8063173.5,8543480.0,2.2650408E7,1547322.9,1578129.9,2230323.8,2077753.8,
651,182.08116699841946,0.49393594,,,,,,,,,,,337824.5,727286.8,70837.34,144298.5,768405.1,5713322.5,9364055.0,600241.6,193569.53,291151.16,233751.39,399875.2,456993.84,53459.06,441054.88,284208.25,363710.3,76356.04,216224.16,75300.08,555015.1,42135.215,52298.97,65015.406,69660.48,
1077,182.08117206332975,0.63239574,,,,163,,,,,,,411690.88,390261.56,176557.86,205277.72,465520.38,222267.66,0,453510.16,209525.75,647637.2,239010.39,458369.75,794720.56,234210.88,373569.53,431293.75,367347.3,193702.88,271274.53,260965.0,686481.1,240261.06,232725.84,289917.28,280096.7,
3585,182.11760157769862,1.4166749,,,,15,,,,,,,216851.02,213043.02,139522.34,131373.56,168086.56,143000.44,140978.88,162599.66,120543.055,173191.97,125050.29,198050.19,141214.25,157686.06,138814.78,185586.9,159648.08,125613.98,121793.33,120588.766,169331.08,151541.72,145816.52,173232.78,165646.08,
7703,182.98526958573066,8.536546,,,,6,,,,,,,7467344.0,7627184.5,8389320.0,7806804.0,7387100.5,8224179.0,8018062.0,7846082.0,7782004.0,7461802.0,7734542.5,7522992.0,7722155.5,7945964.5,7656886.5,7732812.5,7736199.0,7671703.0,7781625.5,8037523.5,7708107.0,7558681.0,7550634.5,7853149.0,8056621.0,
309,183.0844063230612,0.40501666,,,,7,,,,,,,1772840.0,1908501.9,582650.75,754727.9,1725055.9,584983.9,0,1861212.5,823029.94,1745674.2,828246.6,1741552.0,1724294.4,161936.03,1862567.0,1868673.6,1815428.0,159022.9,755843.5,823881.5,2191310.8,148882.11,155254.45,216903.05,197241.19,
3692,183.0917009937896,1.4481666,,,,15,,,,,,,2072057.8,1822278.0,1009037.06,935657.7,1839563.5,1050348.1,14917.667,1523630.9,874371.44,1832643.6,847111.4,1972425.9,868845.06,1081431.5,902071.0,1068575.4,1504357.9,936647.06,878730.8,837609.9,1028085.94,1070069.0,1497011.0,1188154.8,1006996.5,
3976,183.091741319568,1.5292788,,,,,,,,,,,17959.205,63151.785,19402.254,24510.88,72723.46,1017245.3,939776.4,67127.28,16010.062,17218.729,16740.992,27630.408,23793.328,46372.332,15126.119,41839.47,65152.91,18229.955,45832.273,4450.0723,50712.383,37265.094,71055.08,70026.414,12884.066,
5773,183.10165503365297,2.8287835,,,,129,,,,,,,689.5218,774.6371,9371.134,9033.671,327.40942,9275.791,10720.58,22895.842,9526.265,170.63142,9403.089,313.1853,22548.043,17896.828,23586.822,26848.959,28794.72,16058.816,8879.802,9310.962,23174.348,18299.357,17173.354,16524.025,16957.336,
384,183.61034263562112,0.4272977,,,,7,,,,,,,3894994.2,4100748.2,619335.5,641801.56,3687443.0,627783.9,0,1620912.2,542025.75,3797337.8,439363.06,3893975.8,1323301.5,89085.97,1464690.4,1767917.5,1441346.5,51431.25,438005.8,401845.12,1952590.2,104369.664,93719.52,121400.96,91849.54,
1797,183.61038636099772,0.8194283,,,,125,,,,,,,736274.06,730065.94,66052.79,70082.21,624303.1,69806.3,220216.7,205685.92,58400.055,692687.0,34259.32,729086.94,170876.1,22629.45,187461.88,237071.84,201299.52,14620.885,45767.637,35765.312,248259.73,18684.188,15932.69,8662.762,17970.15,
1361,183.61046892171294,0.7136065,,,,,,,,,,,72121.91,146803.6,139151.66,167440.62,97857.78,142891.23,997595.2,305039.2,173552.73,110322.02,160705.55,69407.984,249495.62,275165.3,232967.62,299085.97,242499.05,209403.27,164032.53,175854.44,410048.78,276144.9,263314.9,350870.88,338992.06,
173,184.0579961529787,0.35590747,,,,,,,,,,,0,0,149380.4,151340.34,18057.377,151422.53,201432.23,54533.55,131422.39,15567.58,130016.195,0,47488.49,214002.77,40608.16,60608.38,54966.83,197097.0,128402.97,125962.75,45168.766,229449.84,237538.47,260196.81,233831.78,
6342,184.07518218902626,3.7750347,,,,307,,,,,,,304.3726,0,17971.969,15199.462,0,14671.384,12131.562,81219.97,12190.107,0,11280.775,0,90416.87,31601.18,98639.4,99418.92,111751.28,26320.816,12232.274,10114.416,93570.15,37196.95,36565.62,38970.066,28814.656,
7588,184.98556027617175,8.408161,,,,21,439,[M+NH4]+,,2,7630;7588,166.95185,1406506.9,1250042.0,1734649.4,1710192.6,1677754.8,1625308.2,1605572.6,1397438.6,1448878.2,1585370.0,1815058.1,1701431.2,1545402.9,1571049.6,1337466.8,1472530.2,1451210.5,1840625.6,1680163.5,1794160.6,1499662.8,1704284.0,1820387.2,1740102.0,1421898.1,
720,185.0919870501817,0.5413335,,,,,,,,,,,251328.27,270357.84,177000.19,143378.56,197344.61,160003.42,11846.403,196322.64,166423.78,203008.52,134355.12,213917.16,162135.3,307364.22,158172.69,217114.44,190421.28,244357.06,142513.8,131580.55,211768.86,332864.22,290552.84,336510.0,285139.94,
1287,185.12829280412785,0.69187,,,,163,,,,,,,182087.7,161539.81,89807.42,65975.086,152939.28,76636.664,7335.874,116673.87,90221.05,181664.38,57708.938,165072.4,74209.445,109450.76,117633.13,150520.69,126515.24,90029.27,69254.93,75563.27,132298.61,122605.625,110110.44,133333.92,123352.734,
530,186.07594888498866,0.5364225,,,,163,40,[M+H]+,,2,530;552,185.06864,89696.664,105928.47,117506.72,109287.38,46154.3,111353.92,0,107640.13,102147.43,50776.797,88007.37,59642.023,91225.06,116081.2,84252.945,136944.5,81012.625,101904.54,96272.76,86857.06,107660.09,131718.6,121783.4,150771.38,123718.234,
4064,186.09134424565934,1.580851,,,,41,,,,,,,0,0,77047.82,77615.516,0,78751.19,76345.09,75791.38,74526.93,0,73338.23,0,68962.59,90241.55,70772.85,84581.6,82566.81,87192.27,79880.41,71579.64,69782.46,97210.66,89382.75,106606.875,89874.68,
231,186.11239989636735,0.37665188,,,,7,,,,,,,215009.3,202861.78,301878.44,303940.66,194672.5,317832.75,397665.34,297769.7,280815.47,216796.08,256384.34,220772.23,282498.84,331149.38,277811.88,358863.22,293854.7,314945.6,259732.02,260038.28,296283.53,363773.72,353489.88,394386.28,345818.0,
50,186.1236792814603,0.33157742,,,,7,,,,,,,3528358.8,3651501.2,408267.38,270860.66,3126802.2,399341.75,473098.03,125643.4,180018.6,3353415.5,75646.445,3639723.2,100240.38,3776.6238,107779.05,139261.5,121443.36,1523.4451,104078.586,55953.664,156432.08,10117.807,10130.8,8225.297,5089.19,
7589,186.9809820040891,8.408161,,,,21,,,,,,,562108.56,489326.88,675643.44,664201.4,666499.7,642613.3,620296.44,550342.06,568718.44,635795.8,709538.2,678856.0,606753.06,618945.56,534348.94,597962.06,584841.25,727567.56,651203.7,707669.3,592890.7,665888.8,731000.56,680655.75,556806.3,
2058,187.12291364366135,0.9343608,,,,,,,,,,,0,0,113872.86,103127.25,0,112252.16,0,769620.25,87999.21,0,85713.26,0,531776.2,56864.664,523697.12,837634.3,707913.8,43475.22,84049.52,84006.19,734787.8,63048.543,56855.777,81472.65,58447.66,
3688,187.12295739437718,1.4471872,,,,15,,,,,,,240158.44,240211.62,123073.38,123973.586,200916.7,135112.72,125675.05,165778.42,106224.945,207145.3,112281.65,226892.61,128740.59,148679.77,127239.016,163557.2,163682.4,142531.45,112841.18,112182.18,154626.69,161784.05,169658.55,168710.58,144913.33,
223,187.1315364914523,0.36478487,,,,39,,,,,,,1285308.0,1152005.6,99424.57,61408.61,1166777.8,114685.195,157302.73,123786.74,28654.166,1157113.9,4699.455,1249461.9,95399.14,0,100498.375,129138.87,107984.05,0,11456.027,3260.492,148435.2,0,975.41034,0,0,
7549,188.02434199186544,8.355916,,,,,,,,,,,25182.71,13143.928,8916.567,16141.263,145610.53,15479.986,89513.92,98917.0,87062.26,64275.234,91936.75,15257.264,91624.25,105355.41,91590.72,547.1385,28653.562,85912.305,103788.29,75552.984,115858.44,105198.336,101956.5,101240.26,147851.44,
2070,188.07047623705293,0.9370847,,,,76,101,[M+H]+,,2,2071;2070,187.06322,188613.88,186834.58,107800.66,112268.66,142399.31,108318.44,0,63451.15,115492.92,163543.25,126901.125,179783.75,62872.07,230323.36,56517.523,61263.996,62425.434,214235.64,126325.76,132981.58,70855.12,206426.77,212278.98,297004.78,260274.12,
198,188.09166133637427,0.36424315,,,,7,,,,,,,84945.22,98872.625,155215.9,162390.28,104973.44,69929.51,89661.375,174474.28,110089.88,106038.94,120028.65,103861.984,136584.7,140938.6,136685.36,203352.47,162461.81,99937.47,152035.58,145053.1,172520.9,131130.3,108834.88,114173.414,136297.86,
5150,188.1642415411391,2.0385613,,,,,,,,,,,0,0,19995.691,19511.307,0,19314.7,19384.367,12631.136,18832.1,0,18875.15,0,11156.784,35730.89,10250.923,13177.089,10201.929,34098.543,19475.99,19367.615,14244.068,42204.617,38195.793,44291.21,37392.78,
7674,188.21221846100073,8.447587,,,,292,,,,,,,22458.023,33586.562,102478.625,20347.621,14762.321,140289.66,238572.77,12910.274,14898.13,8577.65,11698.85,16431.617,16291.08,13201.469,15521.667,18726.453,18997.453,11176.694,5959.497,14277.773,14030.223,11922.73,10389.085,9270.286,14041.099,
1541,189.12321965924784,0.7642599,,,,163,,,,,,,1.2417657E7,1.0551868E7,1487746.9,1550262.2,1.1566494E7,1450924.1,1805420.5,5387656.5,1511520.0,1.1862394E7,1474455.5,1.2056815E7,4511627.5,114842.67,4473970.0,5773098.5,4763777.5,88277.49,1506739.1,1546755.8,5989353.5,74699.234,100856.69,127781.7,131502.75,
383,189.12323839204223,0.40478486,,,,281,16,[M+H]+,,2,350;383,188.11611,1.1213371E7,1.1602174E7,1161409.4,1255211.1,1.0512367E7,1174144.4,995281.4,74290.5,1197908.1,8076464.5,1098677.0,1.1446097E7,49038.51,62236.887,63600.043,116538.0,83495.83,45182.23,1102611.2,1078554.2,11645.098,26399.045,41653.473,35442.81,87410.62,
1743,189.123243141465,0.79961985,,,,105,,,,,,,9093156.0,7521833.5,401687.16,460491.47,8557988.0,457351.4,1794441.1,1416509.0,429280.62,9096693.0,464292.5,8753506.0,1194116.0,111638.914,1110770.1,1496743.8,1224291.5,110845.64,437778.0,428411.06,1447805.4,74699.234,70476.09,135473.08,141296.25,
1265,189.12326241106152,0.6840438,,,,,,,,,,,381708.6,1.3553603E7,1206986.5,1121379.8,9042544.0,67616.25,14675.93,195703.08,78517.77,353136.34,1310215.2,377995.22,148394.44,46380.824,146589.12,5620679.5,4448947.0,36808.613,71195.88,74102.82,196918.05,312571.38,45657.215,53625.21,52785.758,
144,189.12327240732625,0.3541994,,,,7,,,,,,,7947046.0,1.0843376E7,554174.56,581048.4,3320902.2,593322.0,631838.5,139906.66,588500.6,3351964.8,533413.4,1.0210796E7,58286.07,71264.35,116068.18,129276.625,96787.875,53548.92,529708.44,549370.1,142686.25,59065.28,41653.473,54710.336,109302.03,
2205,189.1232988089375,0.91270006,,,,,,,,,,,28642.861,25641.68,13919.321,14421.717,25697.275,18628.305,2146947.8,59559.195,22977.213,37037.254,10100.826,35096.68,28092.643,14179.794,45087.133,47151.06,32528.838,16071.9375,18643.72,31107.283,43797.254,23101.709,14458.95,15129.184,15016.988,
952,189.12332186571933,0.59061176,,,,163,49,[M+H]+,,2,960;952,188.11616,1.5140362E7,1.6290746E7,1660798.4,1912347.6,1.2558979E7,1778526.0,1461537.4,1567252.9,1888152.4,1.3455154E7,1983495.1,1.4353044E7,1316121.2,435976.78,1273415.8,1646872.0,1366999.6,345716.16,1924764.6,1985139.9,1857312.9,392384.2,427752.12,596971.75,504138.0,
6842,189.14781856384113,5.1953087,,,,238,,,,,,,0,0,158728.66,159264.45,0,146130.55,143280.23,4877.829,160764.7,0,143363.8,0,4298.7954,240478.08,3943.202,4865.9478,6355.9585,230080.58,147126.02,146636.03,3762.9858,175304.98,229228.58,261222.45,217017.39,
5993,190.03089787554217,3.187118,,,,14,,,,,,,0,0,70889.44,75556.0,0,69440.484,56914.258,9883.771,71140.76,0,68429.48,0,7260.3994,210627.6,6982.674,9429.869,8011.0566,219802.36,81534.695,72016.46,9562.869,258894.12,237786.6,287672.34,224377.3,
5849,190.03098127984308,2.942513,,,,222,,,,,,,0,0,71090.21,87812.75,0,68778.82,34338.19,16594.42,84685.13,0,94255.08,0,13995.377,260522.39,12676.842,21773.484,18006.09,269831.34,96713.12,84764.91,17964.488,292583.97,278643.2,311312.2,242512.36,
298,190.07091937127416,0.3623186,,,,79,11,[M+H]+,,1,263,189.06362,0,0,80600.01,86592.96,0,97128.31,110175.47,71930.984,83554.49,0,72823.055,0,62959.58,134017.06,55807.65,89447.94,66141.81,117634.02,76170.19,79384.76,68902.29,108346.98,115231.24,133860.8,37179.04,
4074,190.08625580621825,1.5885713,,,,,,,,,,,0,0,401898.5,366678.78,0,379175.1,374586.72,510133.88,365351.6,0,338521.56,0,472682.06,710640.75,487759.47,586369.25,576404.56,713563.75,374346.72,337153.66,500954.5,771941.0,751599.8,809290.4,695414.94,
1406,190.10724964698568,0.7245377,,,,163,68,[M+H]+,,2,1406;1412,189.09994,0,0,636343.7,665742.7,0,599496.75,3303.2476,261638.08,611058.3,0,573927.25,0,209446.44,866863.1,208762.66,293753.88,226647.86,742167.44,553209.5,575118.0,255141.06,825655.56,746982.7,887145.1,933347.56,
7482,190.1086590247838,8.084562,,,,,,,,,,,645.51135,7748.861,3169.8315,47198.855,630755.3,19709.436,31682.438,19890.805,15347.014,51790.96,194954.45,13045.563,33261.496,110451.85,21973.549,1554.2926,715.5651,27986.576,35480.9,59701.17,63368.766,38090.984,128703.805,21053.695,46242.844,
7514,190.1087084559984,8.246171,,,,,,,,,,,59720.668,11833.691,9280.345,5430.7686,22528.12,8135.033,72436.63,179500.39,50812.242,24320.16,60162.445,17931.982,142755.86,47041.23,111718.35,4613.751,14747.203,86813.56,30111.426,70195.95,43173.688,65747.66,76088.09,66934.055,138581.1,
3200,191.62601708180281,1.2766148,,,,15,161,[M+2H]+2,,2,3174;3200,381.23716,2419622.5,2999926.8,143498.31,90194.36,2553666.5,152805.75,192074.89,167441.42,38776.047,2374552.0,10234.846,2749730.8,122412.62,0,138158.4,191456.7,125585.49,0,20455.264,5573.5483,211295.27,0,0,0,0,
5064,192.06534904784402,1.992718,,,,265,278,[M+H]+,,2,5064;5077,191.05803,0,0,578923.4,634503.44,0,548659.1,505142.7,146186.02,619101.44,0,621826.75,0,132753.7,1749752.9,131378.06,165935.34,158283.12,1685318.9,664062.8,666875.1,147890.34,1964458.1,1784702.2,2006266.6,1705574.9,
2409,192.06888468846583,1.0270225,,,,295,120,[M+H]+,,2,2409;2405,191.06157,0,0,87396.58,96227.66,0,92598.05,0,47164.348,95350.53,0,99514.69,0,37945.3,168874.64,37661.555,48728.74,40022.99,126547.5,86973.45,87395.56,48031.4,179977.61,172939.28,203135.02,184168.88,
7346,192.12429889107912,7.2913733,,,,,,,,,,,12458.819,24121.39,35043.22,194503.42,33815.223,40332.184,8587.167,13724.13,41499.977,59521.92,44296.363,112365.13,25333.47,26503.006,34236.496,8837.478,285668.44,35317.117,13157.434,94258.46,29124.111,18320.162,17120.092,19365.652,36877.72,
7501,192.12430475131842,8.20387,,,,,,,,,,,19965.426,19709.344,3221.9565,65316.4,33918.54,33092.61,40401.64,25919.082,27353.54,49608.82,488764.22,19372.885,31199.016,120045.99,21462.148,3636.6924,15904.661,36373.152,22918.945,69252.17,41937.707,72312.836,27834.654,53579.586,55860.797,
7398,192.1243604403389,7.5590997,,,,,,,,,,,28985.355,16523.861,11885.033,16036.518,40861.555,30726.121,19308.004,30069.65,26778.162,22641.947,72854.88,6414.949,46099.92,34011.34,32901.562,20286.678,50069.195,35892.31,20226.34,47637.164,27229.09,17991.463,65863.87,30123.05,281967.22,
7379,192.12437135242115,7.4512005,,,,,,,,,,,35307.59,7316.54,29586.082,29602.477,25017.475,9696.494,15562.736,17133.209,346849.3,24836.969,44844.684,18286.107,46099.92,34011.34,74637.78,12756.162,14927.6,11635.568,54511.45,67200.3,24292.693,45958.438,38211.74,30123.05,82161.89,
7320,192.1243910970808,7.1827755,,,,,,,,,,,9501.535,49515.207,69342.42,16434.465,7867.1187,40332.184,2631.505,15570.297,98638.52,68082.14,12857.348,103722.11,25333.47,8981.025,38801.71,64384.812,58025.3,13079.391,7128.262,31863.2,16706.838,15136.529,8351.666,15563.5625,17917.824,
1741,193.0971556144016,0.81487983,,,,105,,,,,,,258221.44,273294.88,182923.44,182875.2,189671.89,187477.03,7288.6104,247101.94,172492.06,193113.06,156568.38,246772.62,218843.55,212734.16,257421.2,318799.7,256227.9,176682.78,145768.77,143952.47,249426.95,249249.67,213226.61,279618.06,253196.9,
3099,193.09722571055107,1.2474054,,,,,,,,,,,0,0,107683.98,96638.22,0,110537.57,93777.0,156990.95,107349.73,0,108979.11,0,147108.84,134989.17,144623.5,165350.78,154809.81,133601.75,103143.055,103550.12,141007.86,149300.31,134492.7,149656.45,137841.66,
684,193.13148821594487,0.52787197,,,,,,,,,,,489476.06,461361.5,259185.48,175876.7,600219.1,281564.56,0,58609.805,146392.64,443919.4,72160.07,1125122.2,50192.242,2506.5442,100436.32,63635.086,74034.18,0,91812.445,72931.27,46862.453,12837.665,6283.7773,6735.251,0,
973,193.13158911849106,0.60555226,,,,204,,,,,,,346451.03,356576.25,47785.55,24274.98,237752.1,47266.676,0,134270.34,150303.81,661860.6,72160.07,780538.1,106763.81,19715.611,100929.984,139942.72,113558.02,18250.93,98646.875,72931.27,172057.2,17521.906,21562.598,24312.543,26032.69,
1663,193.13159750115622,0.7930465,,,,234,,,,,,,36409.234,45282.324,11774.652,7246.847,48293.27,10913.538,427521.53,29132.207,9313.444,37903.52,9422.538,47431.105,26807.77,11405.16,40234.27,55379.66,30245.262,3735.3755,5168.028,11590.93,53110.246,8979.462,6277.5527,5430.547,12644.214,
6422,193.36009947232677,3.9592888,,,,13,,,,,,,0,0,84993.234,82179.016,0,88894.89,64415.89,97223.84,73990.35,0,73898.52,0,78860.2,190714.94,77953.805,85209.62,118467.66,200857.89,76284.88,73790.38,86057.82,228369.23,180507.6,214431.94,159996.72,
131,194.02211959277963,0.34422946,,,,7,6,[M-H+2Na]+,,2,132;131,149.05099,233726.31,234429.16,143134.22,152810.12,142259.75,148195.22,146211.16,146179.83,169400.44,131677.56,160966.98,237166.72,166636.11,130758.13,181128.22,126858.03,166096.02,113175.51,154612.4,148530.77,154340.36,125687.414,123856.56,140133.55,120617.836,
1963,194.07878962130727,0.9007445,,,,165,95,[M+Na]+,,2,1970;1963,171.0895,0,0,171742.33,161394.25,0,195121.19,0,129925.1,134743.78,0,117611.79,0,99166.93,305354.56,106025.91,127338.125,119131.945,275091.94,118048.43,107813.63,94457.27,373446.88,316239.0,358140.4,304816.75,
7562,194.15397218351566,8.366116,,,,107,,,,,,,265024.22,252819.9,271037.28,282009.7,69257.03,257066.86,265094.78,280103.84,272158.53,253720.17,179471.16,282363.12,263372.38,226924.55,265684.22,289399.94,288107.34,254551.94,277749.2,264344.97,262504.3,273786.22,264366.06,265955.94,262672.97,
1953,195.112736202747,0.89674085,,,,29,,,,,,,7258142.5,7387651.5,5622618.0,5981283.0,6257825.0,5399341.0,62448.242,8284764.0,5485612.5,6230175.5,5694722.5,6986889.5,6503334.5,6883138.5,6730222.0,9570427.0,7371543.0,6062405.5,5370345.5,5163454.0,8521862.0,7180729.0,7070974.0,8449502.0,7721621.5,
2582,195.11279946580532,1.0266085,,,,,,,,,,,292445.72,292089.97,167336.62,246339.61,237922.22,140337.5,4665799.5,291302.78,191956.48,144541.95,169996.0,164175.06,233936.33,301533.47,258404.39,278743.94,313433.47,159377.4,244227.55,241498.73,368089.4,320900.47,331413.16,395356.06,321966.0,
3584,195.11280726187132,1.4166534,,,,15,,,,,,,171930.56,132850.9,146012.19,158436.42,206659.1,137770.94,149692.83,151270.47,147355.84,155637.95,167356.5,167001.2,115714.89,228228.42,112534.6,129932.836,115648.53,187782.95,159718.8,158110.78,139329.56,233330.44,207396.39,277833.72,234218.61,
202,195.12310370640873,0.3680567,,,,39,,,,,,,333708.9,276336.66,109354.67,104874.15,308525.47,112398.19,158719.17,229240.78,113544.59,282475.9,111459.38,319906.5,203560.95,85529.625,175741.62,234165.47,224310.8,58823.742,111293.52,123911.74,263338.22,82930.54,80191.1,158506.16,88246.92,
1275,195.12903696441504,0.6894276,,,,163,,,,,,,1162627.2,1136831.5,114355.2,126230.21,1109142.1,127373.01,9870.575,323202.0,129751.445,1219439.6,81266.11,1244098.1,319560.22,19350.57,313370.5,322135.88,304843.22,5121.322,107242.08,20165.74,425335.94,34491.68,23838.371,16058.91,19214.174,
7665,195.99355006154335,8.436943,,,,292,,,,,,,296388.06,294489.66,309997.9,310783.62,320095.62,298896.06,262272.47,337431.66,317269.12,327799.4,323457.9,319515.5,328939.88,338169.72,323383.66,324025.22,323188.75,322802.2,324924.22,292126.28,344140.22,334231.12,333020.6,271097.16,342264.6,
7686,196.01684997034755,8.489474,,,,285,,,,,,,209510.52,221293.72,273068.75,237372.75,250845.52,278256.84,284257.4,242777.8,248639.34,224281.56,270638.12,233210.73,263860.12,268571.3,248626.05,224003.95,236369.78,250986.53,264301.47,287661.12,285025.2,255240.0,254630.89,99474.61,274433.78,
5287,196.04281913589298,2.1352916,,,,10,,,,,,,0,0,29943.648,30443.477,0,29490.045,26770.457,14106.573,27446.92,0,28351.781,0,11693.764,114743.88,10745.979,16982.379,15757.843,106058.14,30468.47,28139.74,13897.625,130532.516,106932.15,134507.34,114721.49,
6309,196.7445777145799,3.7453663,,,,114,,,,,,,0,0,75714.35,74425.56,0,73123.99,71965.17,65020.867,67069.57,0,63816.85,0,51164.97,184296.86,54024.2,56631.285,77841.11,177023.2,66176.97,65335.312,56380.902,213903.98,185851.9,207417.4,145427.75,
5657,197.07077754751302,2.6483831,,,,2,,,,,,,2071.1953,1080.3066,64375.992,63068.742,5828.8926,69399.26,28375.947,86238.46,73994.234,1790.5011,66266.68,1152.9877,63603.168,83107.625,74042.016,77870.63,78493.0,51904.484,64369.035,62941.418,92024.164,116667.375,92314.47,104505.34,110147.36,
5616,197.07101170728393,2.5557978,,,,,,,,,,,3056.417,1525.0281,65637.34,62347.535,8019.512,65704.75,62058.418,116300.805,56781.582,1790.5011,53443.5,8030.0327,77220.836,37808.277,75569.984,113983.37,118526.47,33243.27,54580.977,52361.883,91529.59,50906.996,50257.363,72667.74,45735.625,
2729,197.12839995649844,1.135361,,,,295,,,,,,,5035172.5,5038487.5,4269896.0,3666353.0,4397064.0,3925691.8,1254981.2,4990533.0,3355613.0,4392715.0,3651746.8,4620019.5,4199070.0,4920875.5,4064704.5,5309405.0,4856891.5,4053929.8,3860054.2,3552302.0,5127313.0,5218733.0,4627173.5,5941541.5,4842511.5,
3253,197.12846270061317,1.2982303,,,,,,,,,,,215482.64,199115.31,124356.76,139931.55,161598.95,147414.98,3482692.5,190412.2,119813.06,162257.95,122795.04,216533.31,152493.12,153721.7,166025.89,175220.69,167651.81,134572.16,126635.84,127347.36,202430.34,169746.2,173467.14,214178.52,167503.36,
1188,199.1076090746036,0.66049415,,,,163,,,,,,,1132667.9,842547.56,1013498.0,914503.5,948461.44,858314.9,26826.281,1237046.5,880571.9,1141971.0,821098.94,1108420.9,973785.56,1037654.9,1064689.9,1292837.6,1076997.5,958593.8,848422.4,770945.8,1126803.2,1069136.5,1061465.8,1238917.0,1117788.4,
770,199.10762318703047,0.55262655,,,,163,,,,,,,312344.25,356865.6,236404.1,230138.48,264137.47,237474.78,47827.1,264181.97,222618.19,236159.14,217178.69,288938.56,232271.47,306565.84,241982.72,296521.0,275457.12,265548.16,205620.05,200646.56,282346.88,322026.4,293683.9,368132.22,336756.06,
5868,199.12309763220202,2.9476562,,,,,,,,,,,252298.75,287107.8,95027.555,94164.72,226302.17,104674.6,70109.32,155353.22,92681.7,228617.55,84626.586,258596.33,119150.49,83423.23,121467.055,152120.19,170293.72,69968.56,81428.89,83864.06,144981.19,104357.69,82254.65,76226.43,87342.87,
7698,199.98794219120927,8.525351,,,,6,,,,,,,1736924.2,1773850.8,1912010.1,1748495.8,1665182.5,1902529.1,1986032.9,1764370.0,1682855.1,1695707.4,1692547.6,1678697.9,1704827.0,1712834.8,1704160.0,1709365.4,1706068.1,1688166.5,1665324.0,1697961.5,1703052.2,1728097.4,1681980.5,1705103.5,1744272.5,
