id,compound_name,adduct,score,precursor_mz,ion_mobility,ccs,rt,mol_formula,smiles,inchi,inchi_key,method
651,L-TYROSINE,[M+H]+,0.969,182.081121073462,,,4.493832,C9H11NO3,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
651,"Tyrosine, 2-amino-3-(4-hydroxyphenyl)propanoic acid",[M+H]+,0.965,182.081863212,,,,C9H11NO3,C1=CC(=CC=C1CC(C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",OUYCCCASQSFEME-UHFFFAOYSA-N,spectral_library_annotation
651,"Tyrosine, 2-amino-3-(4-hydroxyphenyl)propanoic acid",[M+H]+,0.965,182.081863212,,,,C9H11NO3,C1=CC(=CC=C1CC(C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",OUYCCCASQSFEME-UHFFFAOYSA-N,spectral_library_annotation
651,L-Tyrosine,[M+H]+,0.956,182.08117,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
651,L-Tyrosine,[M+H]+,0.956,182.08117,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
651,L-TYROSINE,[M+H]+,0.946,182.081066725808,,,4.66034,C9H11NO3,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
651,L-TYROSINE,[M+H]+,0.946,182.081066725808,,,4.66034,C9H11NO3,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
770,"NCGC00380778-01_C9H14N2O3_(3S,8aS)-3-[(1R)-1-Hydroxyethyl]hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",[M+H]+,0.760,199.108,,,,C9H14N2O3,CC(O)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C9H14N2O3/c1-5(12)7-9(14)11-4-2-3-6(11)8(13)10-7/h5-7,12H,2-4H2,1H3,(H,10,13)",UBLWFFBGMBRBMC-UHFFFAOYSA-N,spectral_library_annotation
770,"NCGC00380778-01_C9H14N2O3_(3S,8aS)-3-[(1R)-1-Hydroxyethyl]hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",[M+H]+,0.760,199.108,,,,C9H14N2O3,CC(O)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C9H14N2O3/c1-5(12)7-9(14)11-4-2-3-6(11)8(13)10-7/h5-7,12H,2-4H2,1H3,(H,10,13)",UBLWFFBGMBRBMC-UHFFFAOYSA-N,spectral_library_annotation
910,Gly-Tyr,[M+H]+,0.854,239.1024,,,8.070983,C11H14N2O4,O=C(O)C(N=C(O)CN)CC1=CC=C(O)C=C1,"InChI=1S/C11H14N2O4/c12-6-10(15)13-9(11(16)17)5-7-1-3-8(14)4-2-7/h1-4,9,14H,5-6,12H2,(H,13,15)(H,16,17)/t9-/m0/s1",XBGGUPMXALFZOT-VIFPVBQESA-N,spectral_library_annotation
910,Gly-Tyr,[M+H]+,0.854,239.1024,,,8.070983,C11H14N2O4,O=C(O)C(N=C(O)CN)CC1=CC=C(O)C=C1,"InChI=1S/C11H14N2O4/c12-6-10(15)13-9(11(16)17)5-7-1-3-8(14)4-2-7/h1-4,9,14H,5-6,12H2,(H,13,15)(H,16,17)/t9-/m0/s1",XBGGUPMXALFZOT-VIFPVBQESA-N,spectral_library_annotation
1077,Tyrosine,[M+H]+,0.846,182.08117,,,,C9H11NO3,C1=CC(=CC=C1CC(C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",OUYCCCASQSFEME-UHFFFAOYSA-N,spectral_library_annotation
1077,Tyrosine,[M+H]+,0.846,182.08117,,,,C9H11NO3,C1=CC(=CC=C1CC(C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",OUYCCCASQSFEME-UHFFFAOYSA-N,spectral_library_annotation
1077,Tyrosine,[M+H]+,0.842,182.08117,,,,C9H11NO3,C1=CC(=CC=C1CC(C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",OUYCCCASQSFEME-UHFFFAOYSA-N,spectral_library_annotation
1077,Tyrosine,[M+H]+,0.842,182.08117,,,,C9H11NO3,C1=CC(=CC=C1CC(C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",OUYCCCASQSFEME-UHFFFAOYSA-N,spectral_library_annotation
1077,TYROSINE,[M+H]+,0.840,182.0811692,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
1077,TYROSINE,[M+H]+,0.840,182.0811692,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
1077,"Tyrosine, 2-amino-3-(4-hydroxyphenyl)propanoic acid",[M+H]+,0.835,182.081863212,,,,C9H11NO3,C1=CC(=CC=C1CC(C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",OUYCCCASQSFEME-UHFFFAOYSA-N,spectral_library_annotation
1077,"Tyrosine, 2-amino-3-(4-hydroxyphenyl)propanoic acid",[M+H]+,0.835,182.081863212,,,,C9H11NO3,C1=CC(=CC=C1CC(C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",OUYCCCASQSFEME-UHFFFAOYSA-N,spectral_library_annotation
1077,L-Tyrosine,[M+H]+,0.831,182.08117,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
1077,L-Tyrosine,[M+H]+,0.831,182.08117,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
1114,Isoleucine,[M+H]+,0.970,132.102,,,,C6H13NO2,CCC(C)C(C(=O)O)N,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)",AGPKZVBTJJNPAG-UHFFFAOYSA-N,spectral_library_annotation
1114,Isoleucine,[M+H]+,0.970,132.102,,,,C6H13NO2,CCC(C)C(C(=O)O)N,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)",AGPKZVBTJJNPAG-UHFFFAOYSA-N,spectral_library_annotation
1188,"NCGC00380778-01_C9H14N2O3_(3S,8aS)-3-[(1R)-1-Hydroxyethyl]hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",[M+H]+,0.716,199.108,,,,C9H14N2O3,CC(O)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C9H14N2O3/c1-5(12)7-9(14)11-4-2-3-6(11)8(13)10-7/h5-7,12H,2-4H2,1H3,(H,10,13)",UBLWFFBGMBRBMC-UHFFFAOYSA-N,spectral_library_annotation
1188,"NCGC00380778-01_C9H14N2O3_(3S,8aS)-3-[(1R)-1-Hydroxyethyl]hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",[M+H]+,0.716,199.108,,,,C9H14N2O3,CC(O)C1NC(=O)C2CCCN2C1=O,"InChI=1S/C9H14N2O3/c1-5(12)7-9(14)11-4-2-3-6(11)8(13)10-7/h5-7,12H,2-4H2,1H3,(H,10,13)",UBLWFFBGMBRBMC-UHFFFAOYSA-N,spectral_library_annotation
1265,Gly-Ile,[M+H]+,0.741,189.1235,,,7.667517,C8H16N2O3,O=C(O)C(N=C(O)CN)C(C)CC,"InChI=1S/C8H16N2O3/c1-3-5(2)7(8(12)13)10-6(11)4-9/h5,7H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)",KGVHCTWYMPWEGN-UHFFFAOYSA-N,spectral_library_annotation
1265,Gly-Ile,[M+H]+,0.741,189.1235,,,7.667517,C8H16N2O3,O=C(O)C(N=C(O)CN)C(C)CC,"InChI=1S/C8H16N2O3/c1-3-5(2)7(8(12)13)10-6(11)4-9/h5,7H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)",KGVHCTWYMPWEGN-UHFFFAOYSA-N,spectral_library_annotation
1265,Gly-Leu,[M+H]+,0.705,189.1235,,,7.606033,C8H16N2O3,O=C(O)C(N=C(O)CN)CC(C)C,"InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1",DKEXFJVMVGETOO-LURJTMIESA-N,spectral_library_annotation
1265,Gly-Leu,[M+H]+,0.705,189.1235,,,7.606033,C8H16N2O3,O=C(O)C(N=C(O)CN)CC(C)C,"InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1",DKEXFJVMVGETOO-LURJTMIESA-N,spectral_library_annotation
1305,gamma-Glutamyltyrosine,[M+H]+,0.727,311.1236,,,8.520133,C14H18N2O6,O=C(O)C(N=C(O)CCC(N)C(=O)O)CC1=CC=C(O)C=C1,"InChI=1S/C14H18N2O6/c15-10(13(19)20)5-6-12(18)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,18)(H,19,20)(H,21,22)/t10-,11-/m0/s1",VVLXCWVSSLFQDS-QWRGUYRKSA-N,spectral_library_annotation
1305,gamma-Glutamyltyrosine,[M+H]+,0.727,311.1236,,,8.520133,C14H18N2O6,O=C(O)C(N=C(O)CCC(N)C(=O)O)CC1=CC=C(O)C=C1,"InChI=1S/C14H18N2O6/c15-10(13(19)20)5-6-12(18)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,18)(H,19,20)(H,21,22)/t10-,11-/m0/s1",VVLXCWVSSLFQDS-QWRGUYRKSA-N,spectral_library_annotation
1305,gamma-Glutamyltyrosine,[M+H]+,0.725,311.1238,,,8.212033,C14H18N2O6,O=C(O)C(N=C(O)CCC(N)C(=O)O)CC1=CC=C(O)C=C1,"InChI=1S/C14H18N2O6/c15-10(13(19)20)5-6-12(18)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,18)(H,19,20)(H,21,22)/t10-,11-/m0/s1",VVLXCWVSSLFQDS-QWRGUYRKSA-N,spectral_library_annotation
1305,gamma-Glutamyltyrosine,[M+H]+,0.725,311.1238,,,8.212033,C14H18N2O6,O=C(O)C(N=C(O)CCC(N)C(=O)O)CC1=CC=C(O)C=C1,"InChI=1S/C14H18N2O6/c15-10(13(19)20)5-6-12(18)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,18)(H,19,20)(H,21,22)/t10-,11-/m0/s1",VVLXCWVSSLFQDS-QWRGUYRKSA-N,spectral_library_annotation
1321,"3,4-Dihydrocoumarin",[M+H]+,0.760,149.060399496,,,,C9H8O2,O=C(C1)Oc(c2)c(ccc2)C1,"InChI=1S/C9H8O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-4H,5-6H2",VMUXSMXIQBNMGZ-UHFFFAOYSA-N,spectral_library_annotation
1321,"3,4-Dihydrocoumarin",[M+H]+,0.760,149.060399496,,,,C9H8O2,O=C(C1)Oc(c2)c(ccc2)C1,"InChI=1S/C9H8O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-4H,5-6H2",VMUXSMXIQBNMGZ-UHFFFAOYSA-N,spectral_library_annotation
1321,"Trans-Cinnamic acid, CINNAMIC ACID, (E)-3-phenylprop-2-enoic acid",[M+H]+,0.748,149.0597,,,,C9H8O2,O=C(O)\C=C\c1ccccc1,"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+",WBYWAXJHAXSJNI-VOTSOKGWSA-N,spectral_library_annotation
1321,"Trans-Cinnamic acid, CINNAMIC ACID, (E)-3-phenylprop-2-enoic acid",[M+H]+,0.748,149.0597,,,,C9H8O2,O=C(O)\C=C\c1ccccc1,"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+",WBYWAXJHAXSJNI-VOTSOKGWSA-N,spectral_library_annotation
1325,"Indoline, 2,3-dihydro-1H-indole",[M+H]+,0.893,120.0808,,,,C8H9N,C1CC2=CC=CC=C2N1,"InChI=1S/C8H9N/c1-2-4-8-7(3-1)5-6-9-8/h1-4,9H,5-6H2",LPAGFVYQRIESJQ-UHFFFAOYSA-N,spectral_library_annotation
1325,"Indoline, 2,3-dihydro-1H-indole",[M+H]+,0.893,120.0808,,,,C8H9N,C1CC2=CC=CC=C2N1,"InChI=1S/C8H9N/c1-2-4-8-7(3-1)5-6-9-8/h1-4,9H,5-6H2",LPAGFVYQRIESJQ-UHFFFAOYSA-N,spectral_library_annotation
1326,L-Phenylalanine,[M+H]+,0.993,166.08626,,,,C9H11NO2,O=C(O)C(N)CC=1C=CC=CC1,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,spectral_library_annotation
1326,L-Phenylalanine,[M+H]+,0.993,166.08626,,,,C9H11NO2,O=C(O)C(N)CC=1C=CC=CC1,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,spectral_library_annotation
1326,L-Phenylalanine,[M+H]+,0.992,166.08626,,,,C9H11NO2,O=C(O)C(N)CC=1C=CC=CC1,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,spectral_library_annotation
1326,L-Phenylalanine,[M+H]+,0.992,166.08626,,,,C9H11NO2,O=C(O)C(N)CC=1C=CC=CC1,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,spectral_library_annotation
1326,PHENYLALANINE,[M+H]+,0.991,166.0862546,,,,C9H11NO2,O=C(O)C(N)CC=1C=CC=CC1,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,spectral_library_annotation
1326,PHENYLALANINE,[M+H]+,0.991,166.0862546,,,,C9H11NO2,O=C(O)C(N)CC=1C=CC=CC1,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,spectral_library_annotation
1326,PHENYLALANINE,[M+H]+,0.991,166.0862546,,,,C9H11NO2,O=C(O)C(N)CC=1C=CC=CC1,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,spectral_library_annotation
1326,PHENYLALANINE,[M+H]+,0.991,166.0862546,,,,C9H11NO2,O=C(O)C(N)CC=1C=CC=CC1,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,spectral_library_annotation
1326,L-Phenylalanine,[M+H]+,0.991,166.08626,,,,C9H11NO2,O=C(O)C(N)CC=1C=CC=CC1,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,spectral_library_annotation
1326,L-Phenylalanine,[M+H]+,0.991,166.08626,,,,C9H11NO2,O=C(O)C(N)CC=1C=CC=CC1,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,spectral_library_annotation
1343,Serylleucine,[M+H]+,0.807,219.1346,,,2.38,C9H18N2O4,O=C(O)C(NC(=O)C(N)CO)CC(C)C,"InChI=1S/C9H18N2O4/c1-5(2)3-7(9(14)15)11-8(13)6(10)4-12/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)",NFDYGNFETJVMSE-UHFFFAOYSA-N,spectral_library_annotation
1343,Serylleucine,[M+H]+,0.807,219.1346,,,2.38,C9H18N2O4,O=C(O)C(NC(=O)C(N)CO)CC(C)C,"InChI=1S/C9H18N2O4/c1-5(2)3-7(9(14)15)11-8(13)6(10)4-12/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)",NFDYGNFETJVMSE-UHFFFAOYSA-N,spectral_library_annotation
1415,Ala-Ile,[M+H]+,0.974,203.1391,,,7.660433,C9H18N2O3,O=C(O)C(N=C(O)C(N)C)C(C)CC,"InChI=1S/C9H18N2O3/c1-4-5(2)7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)/t5-,6-,7-/m0/s1",ZSOICJZJSRWNHX-ACZMJKKPSA-N,spectral_library_annotation
1415,Ala-Ile,[M+H]+,0.974,203.1391,,,7.660433,C9H18N2O3,O=C(O)C(N=C(O)C(N)C)C(C)CC,"InChI=1S/C9H18N2O3/c1-4-5(2)7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)/t5-,6-,7-/m0/s1",ZSOICJZJSRWNHX-ACZMJKKPSA-N,spectral_library_annotation
1415,Alanyl-Leucine; AIF; CE0; CorrDec,[M+H]+,0.702,203.139022827148,,,6.648461,C9H18N2O3,O=C(O)C(N=C(O)C(N)C)CC(C)C,"InChI=1S/C9H18N2O3/c1-5(2)4-7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)",RDIKFPRVLJLMER-UHFFFAOYSA-N,spectral_library_annotation
1415,Alanyl-Leucine; AIF; CE0; CorrDec,[M+H]+,0.702,203.139022827148,,,6.648461,C9H18N2O3,O=C(O)C(N=C(O)C(N)C)CC(C)C,"InChI=1S/C9H18N2O3/c1-5(2)4-7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)",RDIKFPRVLJLMER-UHFFFAOYSA-N,spectral_library_annotation
1439,"Aspartame, 3-amino-4-[(1-benzyl-2-keto-2-methoxy-ethyl)amino]-4-keto-butyric acid",[M+H]+,0.731,295.1288,,,,C14H18N2O5,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1",IAOZJIPTCAWIRG-QWRGUYRKSA-N,spectral_library_annotation
1439,"Aspartame, 3-amino-4-[(1-benzyl-2-keto-2-methoxy-ethyl)amino]-4-keto-butyric acid",[M+H]+,0.731,295.1288,,,,C14H18N2O5,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1",IAOZJIPTCAWIRG-QWRGUYRKSA-N,spectral_library_annotation
1439,"Aspartame, 3-amino-4-[(1-benzyl-2-keto-2-methoxy-ethyl)amino]-4-keto-butyric acid",[M+H]+,0.703,295.1288,,,,C14H18N2O5,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1",IAOZJIPTCAWIRG-QWRGUYRKSA-N,spectral_library_annotation
1439,"Aspartame, 3-amino-4-[(1-benzyl-2-keto-2-methoxy-ethyl)amino]-4-keto-butyric acid",[M+H]+,0.703,295.1288,,,,C14H18N2O5,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1",IAOZJIPTCAWIRG-QWRGUYRKSA-N,spectral_library_annotation
1439,"Aspartame, 3-amino-4-[(1-benzyl-2-keto-2-methoxy-ethyl)amino]-4-keto-butyric acid",[M+H]+,0.703,295.1288,,,,C14H18N2O5,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1",IAOZJIPTCAWIRG-QWRGUYRKSA-N,spectral_library_annotation
1439,"Aspartame, 3-amino-4-[(1-benzyl-2-keto-2-methoxy-ethyl)amino]-4-keto-butyric acid",[M+H]+,0.703,295.1288,,,,C14H18N2O5,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1",IAOZJIPTCAWIRG-QWRGUYRKSA-N,spectral_library_annotation
1509,Glutamylleucine,[M+H]+,0.726,261.1459,,,2.54,C11H20N2O5,O=C(O)C(N)CCC(=O)NC(C(=O)O)CC(C)C,"InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)",MYFMARDICOWMQP-UHFFFAOYSA-N,spectral_library_annotation
1509,Glutamylleucine,[M+H]+,0.726,261.1459,,,2.54,C11H20N2O5,O=C(O)C(N)CCC(=O)NC(C(=O)O)CC(C)C,"InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)",MYFMARDICOWMQP-UHFFFAOYSA-N,spectral_library_annotation
1525,Serylleucine,[M+H]+,0.724,219.1346,,,2.38,C9H18N2O4,O=C(O)C(NC(=O)C(N)CO)CC(C)C,"InChI=1S/C9H18N2O4/c1-5(2)3-7(9(14)15)11-8(13)6(10)4-12/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)",NFDYGNFETJVMSE-UHFFFAOYSA-N,spectral_library_annotation
1525,Serylleucine,[M+H]+,0.724,219.1346,,,2.38,C9H18N2O4,O=C(O)C(NC(=O)C(N)CO)CC(C)C,"InChI=1S/C9H18N2O4/c1-5(2)3-7(9(14)15)11-8(13)6(10)4-12/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)",NFDYGNFETJVMSE-UHFFFAOYSA-N,spectral_library_annotation
1541,Gly-Ile,[M+H]+,0.984,189.1235,,,7.667517,C8H16N2O3,O=C(O)C(N=C(O)CN)C(C)CC,"InChI=1S/C8H16N2O3/c1-3-5(2)7(8(12)13)10-6(11)4-9/h5,7H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)",KGVHCTWYMPWEGN-UHFFFAOYSA-N,spectral_library_annotation
1541,Gly-Ile,[M+H]+,0.984,189.1235,,,7.667517,C8H16N2O3,O=C(O)C(N=C(O)CN)C(C)CC,"InChI=1S/C8H16N2O3/c1-3-5(2)7(8(12)13)10-6(11)4-9/h5,7H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)",KGVHCTWYMPWEGN-UHFFFAOYSA-N,spectral_library_annotation
1541,Gly-Leu,[M+H]+,0.940,189.1235,,,7.606033,C8H16N2O3,O=C(O)C(N=C(O)CN)CC(C)C,"InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1",DKEXFJVMVGETOO-LURJTMIESA-N,spectral_library_annotation
1541,Gly-Leu,[M+H]+,0.940,189.1235,,,7.606033,C8H16N2O3,O=C(O)C(N=C(O)CN)CC(C)C,"InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1",DKEXFJVMVGETOO-LURJTMIESA-N,spectral_library_annotation
1541,Gly-Ile,[M+H]+,0.811,189.1225,,,7.374467,C8H16N2O3,O=C(O)C(N=C(O)CN)C(C)CC,"InChI=1S/C8H16N2O3/c1-3-5(2)7(8(12)13)10-6(11)4-9/h5,7H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)",KGVHCTWYMPWEGN-UHFFFAOYSA-N,spectral_library_annotation
