feature_id	feature_mz	feature_rt	feature_spectrum_entropy	feature_pred_tax_cla_01kin_val	feature_pred_tax_cla_01kin_score	feature_pred_tax_cla_02sup_val	feature_pred_tax_cla_02sup_score	feature_pred_tax_cla_03cla_val	feature_pred_tax_cla_03cla_score	feature_pred_tax_cla_04dirpar_val	feature_pred_tax_cla_04dirpar_score	feature_pred_tax_npc_01pat_val	feature_pred_tax_npc_01pat_score	feature_pred_tax_npc_02sup_val	feature_pred_tax_npc_02sup_score	feature_pred_tax_npc_03cla_val	feature_pred_tax_npc_03cla_score	component_id	candidate_spectrum_entropy	candidate_structure_molecular_formula	candidate_count_sirius_peaks_explained	candidate_score_sirius_intensity	candidate_score_sirius_isotope	candidate_score_sirius_sirius	candidate_score_sirius_tree	candidate_score_sirius_confidence	candidate_score_sirius_csi	candidate_library	candidate_count_similarity_peaks_matched	candidate_score_similarity	candidate_structure_name	candidate_structure_exact_mass	candidate_structure_xlogp	candidate_structure_inchikey_no_stereo	candidate_structure_smiles_no_stereo	candidate_structure_tax_cla_chemontid	candidate_structure_tax_cla_01kin	candidate_structure_tax_cla_02sup	candidate_structure_tax_cla_03cla	candidate_structure_tax_cla_04dirpar	candidate_structure_tax_npc_01pat	candidate_structure_tax_npc_02sup	candidate_structure_tax_npc_03cla	candidate_structure_organism_occurrence_closest	candidate_structure_organism_occurrence_reference	candidate_structure_error_mz	candidate_structure_error_rt	rank_initial	rank_final	score_initial	score_biological	score_chemical	score_final
5728	665.2121603017433	2.7967625				Organic acids and derivatives	0.9944164752960205	Carboxylic acids and derivatives	0.9833973050117493	Alpha amino acid amides	0.5187559723854065	Alkaloids	0.48595288395881653	Oligopeptides	0.4934406876564026	Cyclic peptides	0.188446044921875			C36H30N6O6	3	1.0	5.785724770826049	12.782774932809842	6.997050161983792	0.105277297785496	-240.31355079527134	SIRIUS			1,8,15-Trimethyl-5,12,19-[(1,3,5-benzenetriyl)tricarbonyltri(methylimino)]-7,3:14,10:21,17-trimetheno-1,8,15-triazacyclohenicosane-4,6,11,13,18,20-hexaene-2,9,16-trione	665.2119	2.3	LVYOFVMDSUZHSL	CN1C2=CC3=CC(=C2)C(=O)N(C4=CC5=CC(=C4)N(C(=O)C6=CC(=CC(=C6)C(=O)N(C7=CC(=CC(=C7)C(=O)N3C)N(C5=O)C)C)C1=O)C)C											0.000376619909502551		1	1	0.0416123017903357	0	0	0.0138707672634452
5729	246.2428653361281	2.7968485				Organic nitrogen compounds	0.99997878074646	Organonitrogen compounds	0.9999762773513794	1,2-aminoalcohols	0.9690632820129395	Fatty acids	0.7902323603630066	Spingolipids	0.5439029932022095	Sphingoid bases	0.8833329677581787	33		C14H31NO2	13	0.8958102820129342	5.480101374123806	67.59042213222214	62.11032075809834	0.4802593309191455	-57.04549229120028	SIRIUS			(2S)-1-[[(2R)-2-hydroxypropyl]-octylamino]propan-2-ol	246.24276	3.2	QNRXIVCOPVCHAA	CCCCCCCCN(CC(C)O)CC(C)O											2.43159094566181e-05		1	1	0.175298688789519	0	0	0.0584328962631729
5732	485.08388534771245	2.8148572				Benzenoids	0.9981478452682495	Benzene and substituted derivatives	0.9647996425628662	Benzenesulfonamides	0.8197191953659058	Shikimates and Phenylpropanoids	0.2583450675010681	Anthranilic acid alkaloids	0.030092021450400352	Simple coumarins	0.02253289707005024		4.10101447969582|4.07253974687056|4.32243800894734|4.04908637106034|4.15024833294163|4.03559074434985|3.97312274967758	C22H22Cl2O8|C20H20O14|C20H20O14|C20H20O14|C20H20O14|C20H20O14|C20H20O14	||||||	||||||	||||||	||||||	||||||	||||||	||||||	ISDB|ISDB|ISDB|ISDB|ISDB|ISDB|ISDB	2|3|2|1|2|1|2	0|0|0|0|0|0|0	|2,6-Digalloylglucose|[3,4-Dihydroxy-4-(hydroxymethyl)-5-(3,4,5-trihydroxybenzoyl)oxyoxolan-2-yl]methyl 3,4,5-trihydroxybenzoate|Hamamelitannin|[3,5,6-Trihydroxy-4-(3,4,5-trihydroxybenzoyl)oxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate||1,2'-Di-O-galloylhamamelofuranose	484.06917|484.08531|484.08531|484.08531|484.08531|484.08531|484.08531	4.69612|-1.2584|-1.2568|-1.2568|-1.2584|-1.2568|-1.2568	BNFNFTYYQBPVAD|BEBILMUEQSTMNU|CIOQLRWVYFQGJI|FEPAFOYQTIEEIS|LRSHPKZSGRNHIX|SNKZJYANBNHPBA|YLVZUMVQGWGBQX	CCCCOC(=O)c1c(O)c(Cl)c(C)c(Cl)c1C(=O)c1c(OC)cc(O)cc1C(=O)OC|O=C(OCC1OC(O)C(OC(=O)c2cc(O)c(O)c(O)c2)C(O)C1O)c1cc(O)c(O)c(O)c1|O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(O)(CO)C1O)c1cc(O)c(O)c(O)c1|O=C(OCC1OC(O)C(O)(COC(=O)c2cc(O)c(O)c(O)c2)C1O)c1cc(O)c(O)c(O)c1|O=C(OCC1OC(O)C(O)C(OC(=O)c2cc(O)c(O)c(O)c2)C1O)c1cc(O)c(O)c(O)c1|O=C(OCC1(O)C(O)OCC(OC(=O)c2cc(O)c(O)c(O)c2)C1O)c1cc(O)c(O)c(O)c1|O=C(OCC1(O)C(OC(=O)c2cc(O)c(O)c(O)c2)OC(CO)C1O)c1cc(O)c(O)c(O)c1	0000120|0003539|0003539|0003539|0003539|0003539|0003539	Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds	Benzenoids|Benzenoids|Benzenoids|Benzenoids|Benzenoids|Benzenoids|Benzenoids	Benzene and substituted derivatives|Benzene and substituted derivatives|Benzene and substituted derivatives|Benzene and substituted derivatives|Benzene and substituted derivatives|Benzene and substituted derivatives|Benzene and substituted derivatives	Benzophenones|Galloyl esters|Galloyl esters|Galloyl esters|Galloyl esters|Galloyl esters|Galloyl esters	Polyketides|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Aromatic polyketides|Phenolic acids (C6-C1)|Phenolic acids (C6-C1)|Phenolic acids (C6-C1)|Phenolic acids (C6-C1)|Phenolic acids (C6-C1)|Phenolic acids (C6-C1)	notClassified|Gallotannins|Gallotannins|Gallotannins|Gallotannins|Gallotannins|Gallotannins	||||||	||||||	-0.00745097600020017|0.00868131999988009|0.00868131999988009|0.00868131999988009|0.00868131999988009|0.00868131999988009|0.00868131999988009	||||||	2|2|2|2|2|2|2	1|1|1|1|1|1|1	0|0|0|0|0|0|0	0|0|0|0|0|0|0	0.75|0.75|0.75|0.75|0.75|0.75|0.75	0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625
5736	339.1917340049523	2.8005219				Organic acids and derivatives	0.9999953508377075	Carboxylic acids and derivatives	0.999984860420227	Peptides	0.9296786785125732	Amino acids and Peptides	0.9961175918579102	Small peptides	0.9924259185791016	Dipeptides	0.8223592638969421		4.53639927188254	C22H26O3								ISDB	7	0.051990382373333	PaniceinA2	338.18819	5.12316	HZEPJOVNVFPOGE	COc1cc(C)c(CCC2(C)C=Cc3cc(O)ccc3O2)c(C)c1C	0001550	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Sesquiterpenoids	Polyketides $ Terpenoids	Aromatic polyketides $ Meroterpenoids	notClassified			0.00377069199998914		1	1	0.051990382373333	0	0	0.0173301274577777
5737	289.2486016677878	2.802352				Organic acids and derivatives	0.985655665397644	Carboxylic acids and derivatives	0.9776753783226013	Amino acids and derivatives	0.7156034708023071	Fatty acids	0.8904290199279785	Small peptides	0.3359326720237732	Aminoacids	0.17813529074192047	33	4.09898937543665	C20H32O								ISDB	1	0		288.24532	6.331	AVHRJMXIKKJVHG	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=O	0001357	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Acyclic diterpenoids	Fatty acids	Fatty acyls	Fatty aldehydes			0.00399164399999563		2	1	0	0	0.5	0.0830830830830831
5739	449.94802396174083	2.802449		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
5740	450.94695612769465	2.8028204		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0		3.77805275264954	C14H16Br2N2O5								ISDB	6	0.0197951197624207	Acanthodendrilline	449.9426	2.5973	COPXTUGQBNLJNA	COC(=O)NCCc1cc(Br)c(OCC2CNC(=O)O2)c(Br)c1	0002341	Organic compounds	Benzenoids	Phenol ethers	Phenol ethers	Alkaloids	notClassified	notClassified			0.00287181199990982		1	1	0.0197951197624207	0	0	0.00659837325414023
5741	446.94771813624686	2.8024573		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0		3.10201678716454|3.9302570475352	C16H16Br2O5|C15H16Br2N2O4	|	|	|	|	|	|	|	ISDB|ISDB	1|2	0|0	3-Bromo-4-(3'-bromo-4',5'-dihydroxy benzyl)-5-(ethoxymethyl)-benzene-1,2-diol|9-(2,4-Dibromo-5-methoxyphenyl)-8-hydroxy-7-methyl-1,7-diazaspiro[4.4]nonane-2,6-dione	445.93645|445.94768	4.1613|1.743	LPPDAORDPPLCDU|MSSHNEUEONPAKC	CCOCc1cc(O)c(O)c(Br)c1Cc1cc(O)c(O)c(Br)c1|COc1cc(C2C(O)N(C)C(=O)C23CCC(=O)N3)c(Br)cc1Br	0000369|0002336	Organic compounds|Organic compounds	Benzenoids|Organoheterocyclic compounds	Benzene and substituted derivatives|Pyrrolidines	Diphenylmethanes|Phenylpyrrolidines	Polyketides|Alkaloids	notClassified|Ornithine alkaloids	notClassified|Pyrrolidine alkaloids	|	|	-0.00397618800002419|0.0072571919999973	|	1|1	1|1	0|0	0|0	0|0	0|0
5743	322.11874060605345	2.8016295				Organoheterocyclic compounds	0.995274543762207	Diazanaphthalenes	0.582839846611023	Benzodiazines	0.5864238739013672	Alkaloids	0.9949294328689575	Anthranilic acid alkaloids	0.9961502552032471	Quinazoline alkaloids	0.7987204790115356	33	3.65110143961037	C18H15N3O3	15	0.9761425983842484	5.740780551200559	58.039805245031154	52.299024693830596			ISDB	10	0.246895730495453		321.11134	1.6265	PFRYWNLCZDQOHR	O=C1Nc2ccccc2C1(O)CCn1cnc2ccccc2c1=O	0000485	Organic compounds	Organoheterocyclic compounds	Diazanaphthalenes	Quinazolines	Alkaloids	Anthranilic acid alkaloids	Quinazoline alkaloids			-8.26599999754762e-05		1	1	0.246895730495453	0	1	0.248464742997984
5744	397.21251518648455	2.8032544				Organic acids and derivatives	0.9997058510780334	Carboxylic acids and derivatives	0.9996609687805176	Oligopeptides	0.6480391025543213	Amino acids and Peptides	0.9977169036865234	Small peptides	0.9322764873504639	Tripeptides	0.42851221561431885	33	4.66127445934892	C23H28N2O4	16	0.9854640409192266	3.254448561607421	42.2831184776211	39.02866991601368			ISDB	10	0.0940806493163109		396.20491	3.6215	OUPQEYAUNCBPDQ	CCC=CCC1C(=O)CCC1CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	0002402	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	N-acyl-alpha amino acids						-0.000316624000049615		2	1	0.0940806493163109	0	0.75	0.155984841063395
5745	344.10067176394125	2.803156		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	33	3.76517842247506	C20H13N3O3								ISDB	1	0		343.09569	2.7501	DFRRDLSLYVYAHS	O=C1NC(=C2C(=O)Nc3ccc(O)cc32)C=C1c1c[nH]c2ccccc12	0002497	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Indoles	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids	Gammaproteobacteria		0.00226727599999776		3	1	0	0.4	0	0.2002002002002
5748	244.19078057084755	2.802024				Lipids and lipid-like molecules	0.9771051406860352	Fatty Acyls	0.9755774140357971	Medium-chain fatty acids	0.609341025352478	Fatty acids	0.9933527708053589	Fatty Acids and Conjugates	0.909412682056427	Nitro fatty acids	0.5206702947616577	33	3.56393416193774	C13H25NO3	49	0.9990652381235143	5.526409332471159	197.7386860024495	192.21227666997834			ISDB	24	0.277477413415909		243.18344		HEUQYIQQCNOXOG	CCCCCCCCCCC(=O)NCC(=O)O											-8.03399999824705e-05		1	1	0.277477413415909	0	0	0.0924924711386363
5754	452.94735628246656	2.801279		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0		3.59878370623172|4.2315423264355	C12H4Cl2F6N4O2S|C16H14Br2N4O2	|	|	|	|	|	|	|	ISDB|ISDB	2|3	0|0	|	451.93362|451.94835	|3.27	LGHZJDKSVUTELU|UCJCVNFPNDGXHS	N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)(=O)C(F)(F)F|CN=c1nc2ccnc(O)c(Cc3cc(Br)c(OC)c(Br)c3)c-2[nH]1	|0000138	|Organic compounds	|Benzenoids	|Phenol ethers	|Anisoles	|Alkaloids	|Nicotinic acid alkaloids	|Pyridine alkaloids	|	|	-0.00650295200000528|0.00822588799991308	|	1|1	1|1	0|0	0|0	0|0	0|0
5755	226.18004821572777	2.802638				Lipids and lipid-like molecules	0.9791399240493774	Fatty Acyls	0.9776842594146729	Medium-chain fatty acids	0.6890268325805664	Fatty acids	0.9905427098274231	Fatty Acids and Conjugates	0.8902987837791443	Nitro fatty acids	0.3455793559551239	33	4.31407727751029	C13H23NO2								ISDB	37	0.219265475869179		225.17288	2.1614	FNRMQWCILBQYJD	CCC(O)CC(C)C=C(C)C=C(C)C(N)=O						Alkaloids	Peptide alkaloids	Simple amide alkaloids			0.000154976000004581		1	1	0.219265475869179	0	0	0.073088491956393
5756	266.1727328600428	2.8063605		dummy	0.110924344138653	dummy	0.110924344138653	dummy	0.110924344138653	dummy	0.110924344138653	dummy	0.110924344138653	dummy	0.110924344138653	dummy	0.110924344138653																																				
5758	1306.2723056526424	2.8097599		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0		4.45661281186727	C56H55N15O11S6								ISDB	1	0		1305.25297		IIQOXAKYPRUUNK	CNC(=O)CC1NC(=O)c2csc(n2)-c2ccc(-c3nc(C4=NC(C(=O)N5CCCC5C(N)=O)CO4)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)C(C(C)C)NC(=O)c2nc1sc2CO											-0.0120504200003779		1	1	0	0	0	0
5764	1263.2523500282596	2.8154066		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
5765	1263.585998876962	2.8150947		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0		5.25678198619131	C63H90O26								ISDB	17	0.00579538801684976	[3-[5-[3-Acetyloxy-4-methoxy-6-methyl-5-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyoxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-17-(1-benzoyloxyethyl)-8,14,17-trihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,9,11,12,15,16-dodecahydrocyclopenta[a]phenanthren-12-yl] benzoate	1262.57203	0.6921	DOMZQBPLZCEUQF	COC1CC(OC2CCC3(C)C(CCC4(O)C3CC(OC(=O)c3ccccc3)C3(C)C(O)(C(C)OC(=O)c5ccccc5)CCC43O)C2)OC(C)C1OC1OC(C)C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(OC)C1OC(C)=O	0001013	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroidal glycosides	Terpenoids	Steroids	Pregnane steroids			-0.00669100000004619		1	1	0.00579538801684976	0	0	0.00193179600561659
5769	514.1106084267291	2.8663924		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0		3.63080826230872	C28H19NO9								ISDB	2	0		513.10598	1.5494	PKLGHXRYVPAUFN	CC1C(=O)C(=O)C2c3ccccc3C3Nc4c(cc(O)c5c4C(=O)c4c(O)ccc(O)c4C5=O)C2(O)C13O	0000151	Organic compounds	Benzenoids	Anthracenes	Anthraquinones	Polyketides	Polycyclic aromatic polyketides	Angucyclines $ Anthraquinones and anthrones	Bacteria		0.00265718799994374		1	1	0	0.1	0	0.05005005005005
5770	285.21750015562486	2.8188803				Organic acids and derivatives	0.9999293088912964	Carboxylic acids and derivatives	0.9998455047607422	Dipeptides	0.6070637106895447	Amino acids and Peptides	0.9973242282867432	Small peptides	0.9981946349143982	Dipeptides	0.7870187759399414	33	4.15054873451406	C15H28N2O3	9	1.0	3.564274389980688	34.41757962006635	30.85330523008566			ISDB	6	0.0736345201730728	2-[1-[3-(Hexanoylamino)propyl]pyrrolidin-2-yl]acetic acid	284.20999	2.0121	BSDQBQJWQLLFQD	CCCCCC(=O)NCCCN1CCCC1CC(=O)O	0003449	Organic compounds	Organoheterocyclic compounds	Pyrrolidines	N-alkylpyrrolidines	Alkaloids	Lysine alkaloids	Piperidine alkaloids			-0.000231243999962771		1	1	0.0736345201730728	0	0	0.0245448400576909
5772	313.248677439817	2.8267066				Organic acids and derivatives	0.9996787309646606	Carboxylic acids and derivatives	0.9992223978042603	N-acyl-alpha amino acids	0.6818686127662659	Amino acids and Peptides	0.971013069152832	Small peptides	0.9503298401832581	Dipeptides	0.7841667532920837	33		C17H32N2O3	14	0.950406784515663	3.753160593695075	66.42537610466036	62.67221551096528	0.11770888663742124	-265.8200048696017	SIRIUS			2-t-Butyl-5-isobutyl-3-methyl-4-oxoimidazolidine-1-carboxylic acid, t-butyl ester	313.24857	4	HXBMQUSMYFNYDT	CC(C)CC1C(=O)N(C(N1C(=O)OC(C)(C)C)C(C)(C)C)C											9.06639094750972e-05		1	1	0.0376194410383278	0	0	0.0125398136794426
5773	183.10165503365297	2.8287835		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0		3.26026573891872	C10H14O3								ISDB	2	0	2-[(5-Oxo-1-cyclopentenyl)methyl]butanoic acid	182.09429	1.7766	AAFQBGIWLGZYHH	CCC(CC1=CCCC1=O)C(=O)O	0000338	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Branched fatty acids				Pseudomonas		-0.000129692000001569		62	1	0	0.8	0	0.4004004004004
5774	302.17527102414084	2.836198				Benzenoids	0.9332367181777954	Phenanthrenes and derivatives	0.649584174156189	Phenanthrenes and derivatives	0.649584174156189	Terpenoids	0.7513417601585388	Diterpenoids	0.5621116757392883	Abietane diterpenoids	0.185782790184021	33	3.84773075237396	C18H23NO3								ISDB	10	0.0905358046293259	[1-(1H-indol-3-yl)-4-methyl-3-oxohexan-2-yl] propanoate	301.16779	3.6474	OIPFXMLUWNAVJK	CCC(=O)OC(Cc1c[nH]c2ccccc12)C(=O)C(C)CC	0004196	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	3-alkylindoles	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids	Gammaproteobacteria		-0.000230403999978535		15	1	0.0905358046293259	0.4	0	0.230378801743309
5775	299.23301081405805	2.8263159				Organic acids and derivatives	0.9996911287307739	Carboxylic acids and derivatives	0.9988800883293152	N-acyl-alpha amino acids and derivatives	0.7160529494285583	Amino acids and Peptides	0.8683186769485474	Small peptides	0.5576702952384949	Dipeptides	0.13601557910442352	33		C16H27NO3	8	0.9877183056920772	3.4087708142871107	36.311660871049405	32.902890056762296	0.1024825404727444	-201.8605449742845	SIRIUS			methyl (2S)-2-[[2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarbonyl]amino]-3-methylbutanoate	299.23292	3.5	APEYOZAQXPPQIM	CC(C)C(C(=O)OC)NC(=O)C1C(C1(C)C)C=C(C)C											9.07279094803926e-05		1	1	0.0495391509087322	0	0	0.0165130503029107
5780	421.24027436400047	2.8398962				Organic oxygen compounds	0.999854564666748	Organooxygen compounds	0.9998049139976501	Polyethylene glycols	0.8829413652420044	Fatty acids	0.9828066825866699	Glycerolipids	0.8665832281112671	Fatty alcohols	0.5880782604217529	33	5.09545740995673	C27H32O4								ISDB	10	0.0233622100204229	7-cis-Laetiporic acid	420.23006	5.7532	KTAMMGIWIFDREV	CC(=O)C(C)=CC=CC=CC=CC=CC=CC=CC=CC=CC=CCC(O)CC(=O)O	0002950	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Very long-chain fatty acids	Fatty acids	Fatty acyls	Fatty aldehydes			-0.00296449600006099		8	1	0.0233622100204229	0	0.5	0.090870486423224
5781	315.2644776193019	2.8403513				Organic acids and derivatives	0.9999316930770874	Carboxylic acids and derivatives	0.9994646906852722	Alpha amino acids	0.5459120273590088	Fatty acids	0.9963513612747192	Fatty amides	0.97742760181427	N-acyl amines	0.773652970790863		3.56989601182545	C22H34O								ISDB	6	0.175593078136444		314.26097	5.6464	UCBMMXZPZYFKJJ	CCCCCCCCCCC1C2CC3C(C=O)C4C=CC3C2C41	0003940	Organic compounds	Organic oxygen compounds	Organic oxides	Organic oxides						0.00374170800000684		1	1	0.175593078136444	0	0	0.0585310260454813
5782	444.2707619195538	2.8435571				Organic acids and derivatives	0.9996494054794312	Carboxylic acids and derivatives	0.9984480142593384	Alpha amino acid esters	0.8474310636520386	Amino acids and Peptides	0.8809893727302551	Oligopeptides	0.5817408561706543	Aminoacids	0.3331235945224762	108	4.377827460159	C26H37NO5								ISDB	5	0.0259694159030914		443.26717	4.7219	HREPKYSNTPRGQR	CC1=CCCC2C1(C)CCC(C)C2(C)CC1=C(O)C(=O)C=C(NC(C(=O)O)C(C)C)C1=O	0004310	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Valine and derivatives	Terpenoids	Diterpenoids	Colensane and Clerodane diterpenoids			0.00364928400000508		2	1	0.0259694159030914	0	0.75	0.133281096592322
5783	333.1922387766201	2.8447125				Organic acids and derivatives	0.999442994594574	Carboxylic acids and derivatives	0.9982477426528931	N-acyl-alpha amino acids	0.502636194229126	Alkaloids	0.6225595474243164	Small peptides	0.7836470603942871	Dipeptides	0.25301191210746765	33	4.22321389767573	C16H28O7								ISDB	4	0.0655147135257721	Decylcitric acid	332.1835	2.5084	DQIHPEKINXOMBM	CCCCCCCCCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O	0001986	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids			-0.00142076400010183		2	1	0.0655147135257721	0	0.75	0.146462862466549
5784	286.1800187770325	2.8278017				Organoheterocyclic compounds	0.8863419890403748	Quinolines and derivatives	0.8867290019989014	Hydroquinolones	0.8238096237182617	Alkaloids	0.9944058656692505	Anthranilic acid alkaloids	0.8346002697944641	Quinoline alkaloids	0.7344087958335876	33	2.96293978086684	C18H23NO2	5	0.9569555608008068	5.718451706892416	14.466873586932902	8.748421880040485			ISDB	3	0.189345851540566		285.17288	3.6719	XGVSTWLICQYKIZ	CC(C)(O)C=Cc1ccc2[nH]cc(CC3OC3(C)C)c2c1	0004196	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	3-alkylindoles	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids			0.000154976000033003		3	1	0.189345851540566	0	0.75	0.18773990847148
5786	373.17606634767196	2.8534894				Organic acids and derivatives	0.9999990463256836	Carboxylic acids and derivatives	0.9999954700469971	Dipeptides	0.8251122832298279	Amino acids and Peptides	0.9904606938362122	Small peptides	0.9830784201622009	Dipeptides	0.9218057990074158		3.78680382207179	C15H24N4O7								ISDB	3	0.012699119746685	2-[(5-Acetamido-2-aminopentanoyl)amino]-3-hydroxy-3-(7-oxo-4-oxa-1-azabicyclo[3.2.0]heptan-3-yl)propanoic acid	372.1645	-2.8825	LSRMHWSOHWFVGB	CC(=O)NCCCC(N)C(=O)NC(C(=O)O)C(O)C1CN2C(=O)CC2O1	0004830	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Dipeptides	Amino acids and Peptides	β-lactams	Clavams			-0.00432489199999964		16	1	0.012699119746685	0	1	0.170399206081728
5787	304.1910315824931	2.853333				Benzenoids	0.9864990711212158	Phenols	0.7901819348335266	1-hydroxy-2-unsubstituted benzenoids	0.6685224771499634	Shikimates and Phenylpropanoids	0.37330496311187744	Aromatic polyketides	0.25074830651283264	Catechols with side chains	0.17846709489822388	33	4.09293067192779	C18H25NO3								ISDB	19	0.152363017201424	3-Hydroxy-3-nonyl-2,4(1H,3H)-quinolinedione	303.18344	3.6932	VDNNEEQPXRSHHF	CCCCCCCCCC1(O)C(=O)Nc2ccccc2C1=O	0000057	Organic compounds	Organoheterocyclic compounds	Quinolines and derivatives	Hydroxyquinolines	Alkaloids	Tryptophan alkaloids $ Anthranilic acid alkaloids	Quinoline alkaloids	Pseudomonas aeruginosa		-0.000280339999960688		7	1	0.152363017201424	0.9	0	0.501238122850925
5793	341.2076018523216	2.872672				Organic acids and derivatives	0.9999663829803467	Carboxylic acids and derivatives	0.9998908042907715	Dipeptides	0.6159651279449463	Amino acids and Peptides	0.9957822561264038	Small peptides	0.9760308265686035	Dipeptides	0.7559200525283813	33	4.08533835784179	C17H28N2O5	16	0.9999999999999999	3.7127897966754	62.59935501593435	58.88656521925895			ISDB	7	0.0833827182650566		340.19982	0.317	ROKIVFXGQXAIDF	C=C(C)CC(NC(=O)C(NC(=O)CC(C)C)C(C)O)C(=O)C1CO1	0001540	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Monosaccharides	Amino acids and Peptides	Small peptides	Tripeptides			-0.000502003999997669		2	1	0.0833827182650566	0	1	0.193960405587852
5795	393.2021168645247	2.8724287				Organic acids and derivatives	0.9999954700469971	Carboxylic acids and derivatives	0.9999880790710449	Oligopeptides	0.9603544473648071	Amino acids and Peptides	0.9976829290390015	Small peptides	0.984732449054718	Tripeptides	0.9763561487197876	33	4.07631841813255	C17H32N2O6S								ISDB	9	0.0122636612504721	(2S,4R)-4-ethyl-N-[(1R,2R)-2-hydroxy-1-(3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl)propyl]-1-methylpyrrolidine-2-carboxamide $ Lincomycin B	392.19811	-1.2471	DZSDDKNXMARQMJ	CCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1	0004322	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Proline and derivatives	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides			0.0032837440000435		94	1	0.0122636612504721	0	0.75	0.128712511708115
5796	206.02720309601617	2.8658504		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0		3.72117521816739	C10H7NO2S								ISDB	6	0.206635892391205	2-(2-Hydroxyphenyl)-4-thiazolecarbaldehyde	205.01975	2.3282	KQXPEMHRIDDMQC	O=Cc1csc(-c2ccccc2O)n1	0002634	Organic compounds	Organoheterocyclic compounds	Azoles	2,4-disubstituted thiazoles	Alkaloids	Serine alkaloids	Thiazole alkaloids	Pseudomonas aeruginosa		-0.000174536000002945		2	1	0.206635892391205	0.9	0	0.519329081247519
